source,target
"获得奋进效果，立刻回复所有炎魂，持续时间内使专精技能冷却加速提升10%。使用双斧挑起一切敌人，在空中使用致命的螺旋攻击撕裂所有，对下方的所有敌人造成物理伤害。

攻略：维持更快的技能循环。","「奮進」効果を得て、即座に全ての炎魂を回復する。効果中はマスタリースキルのCD加速が10%上昇。双斧で敵を全て打ち上げ、空中で致命的な螺旋攻撃を放って引き裂き、下方の全ての敵に物理ダメージを与える。

コツ：より速いスキル循環を維持する。"
强化后的炽烈升腾，向前旋转对敌人造成900%攻击力物理伤害，跟随炽烈升腾技能升级/进阶进行成长。,強化された熾烈なる昇天。前方へ回転して敵に攻撃力900%分の物理ダメージを与える（熾烈なる昇天のレベル/段階に応じて成長）。
飞腾炎华,飛翔炎華
炎魔天落杀,炎魔天落殺
强化后的无羁坠星，蓄力跳劈，对落点周围4米的敌人造成1200%攻击力物理伤害，跟随无羁坠星技能升级/进阶进行成长，回复15点炎魂。在落地后产生赤红之地，赤红之地在5秒内对周围4米内的所有敌人造成额外物理伤害。,強化された自由なる墜星。チャージして跳躍斬りを行い、着地点周囲4mの敵に攻撃力1200%分の物理ダメージを与える（自由なる墜星のレベル/段階に応じて成長）。炎魂を15回復。着地時に「赤紅の地」を生成し、5秒間周囲4m内の全ての敵に追加の物理ダメージを与える。
迷炎狂舞·终式,迷炎狂舞・終式
塔塔大红莲丸,タッタの大紅蓮丸
普通攻击·炽热挥击,通常攻撃・灼熱の一閃
炎焰涤净,炎焔の浄化
"普通状态下，持续回复炎火值，炎火值达到上限后允许施放终极技能，施放后进入「焚焰」状态
焚焰
普通攻击，次要技能，主要技能获得形态强化
浴火
当前生命值越低，攻击速度越高。
燃火
技能命中敌人时概率使敌人陷入点燃，持续受到持续受到火元素伤害，同时回复少量炎火值
「焚焰之力净化万象，化为不可阻挡的烈焰涌动，将一切尽情焚烧」

大神攻略：被动导致更加适合和可以添加护盾的武器/天赋做组合，提升攻击速度会获得较大的收益","通常状態では炎火値を回復し続ける。満タンになるとアルティメットが使用可能になり、発動すると「焚焔」状態に入る。
焚焔 / 通常攻撃・補助スキル・主要スキルが形態強化される。
浴火 / 現在HPが低いほど攻撃速度が上がる。
燃火 / 命中時に一定確率で敵を「点火」させ、火属性ダメージを与え続けつつ炎火値を少量回復する。
「焚焔の力が万象を浄化し、止められぬ烈火の奔流となって全てを焼き尽くす。」

上級者向けコツ：このパッシブはシールドを付与できる武器/天賦と相性が良い。攻撃速度を上げるとシールド効果が高まる。"
青岚骑士,ゲイルランサー
风华翔舞,翔舞
"勇气
施放特殊攻击和一些专精技能时的必备资源，每秒自动回复3点，初始上限100点。

普通攻击·风华翔舞
进行至多四段攻击，造成物理伤害

攻略：勇气不够施展其他攻击手段时使用普通攻击填充攻击。","勇心 / 特殊攻撃や一部のマスタリースキルを発動するための必須リソース。毎秒3ポイント回復し、初期上限は100。

通常攻撃・翔舞 / 最大4段の攻撃を行い、物理ダメージを与える。

コツ：勇心が足りず他の攻撃手段が使えないときは通常攻撃でつなぐ。"
普通攻击,通常攻撃
疾风刺,烈風撃
风神,風神
风神·破阵之风,風陣・豪嵐破
"奋力跃入敌阵，对范围内的敌人造成物理伤害并将其击飞，同时回复100点勇气。
「无尽风暴，随吾骑士之令而解锁强大之力！风啊，以汹涌疾驰昭示汝之荣耀！在风中显现吧！」

攻略：勇气较低时施放。","敵陣へ突入し、範囲内の敵に物理ダメージを与えて打ち上げる。勇心を100回復。

「無尽の嵐よ、我が騎士の号令のもとその力を解き放て！風よ、猛き疾走でその栄光を示せ！」

コツ：勇心が少ないときに撃つ。"
"举起旗枪，为队友施加激励。随后可施加二段追击奋力跃入敌阵，对范围内的敌方目标造成物理伤害并将其击飞，同时回复100点勇气。
激励：持续10秒，期间所有队友急速+10%，自身每1秒回复10勇气每2秒回复1层锐利。
「无尽风暴，随吾骑士之令而解锁强大之力！风啊，以汹涌疾驰昭示汝之荣耀！在风中显现吧！」

攻略：勇气较低时施放。","旗槍を掲げ、味方に「鼓舞」を付与する。その後、追撃で敵陣へ跳び込み、範囲内の敵に物理ダメージを与えて打ち上げ、勇心を100回復する。
鼓舞：10秒持続。効果中、味方全員のファスト+10%。自身は毎秒勇心を10回復し、2秒ごとに鋭利を1スタック得る。
「無尽の嵐よ、我が騎士の号令のもとその力を解き放て！風よ、猛き疾走でその栄光を示せ！風の中に現れよ！」

コツ：勇心が少ないときに撃つ。"
疾驰锋刃,疾馳鋒刃
"对敌方目标造成100%攻击力物理伤害，跟随普通攻击技能升级/进阶进行成长。
施放后立即回复10点勇气。","全ての敵に攻撃力100%分の物理ダメージを与える（通常攻撃のレベル/段階に応じて成長）。
使用時に即座に勇心を10回復する。"
"消耗50点勇气，向敌人高速戳刺3次，造成物理伤害。

攻略：注意施放节奏，在连续的普通攻击中穿插施放，勇气的积攒需要时间。","勇心を50消費し、敵に3回の刺突を行い、各ヒットで物理ダメージを与える。

コツ：勇心は溜まるのに時間がかかるため、タイミングを計り通常攻撃の合間に挟んで使う。"
翔返,飛燕乱
"消耗35点勇气，跃向空中向敌人发动自上而下的攻击，造成物理伤害。
「纵使敌阵坚不可摧，胜利之风吹拂之境亦能摧枯拉朽！」

攻略：勇气接近上限时再施放，连续施放时不用重新跃起，提升攻击效率。","勇心を35消費し、空中へ跳んで敵に上空からの一撃を叩き込み、物理ダメージを与える。
「敵陣が鉄壁であろうと、勝利の風がそれを切り裂く！」

コツ：勇心が上限近いときに撃つ。連続で撃つ際は跳躍が省略され、より速く追撃できる。"
风姿卓绝,風姿卓絶
"施放后震慑前方的敌人，对其造成一次物理伤害。效果激活期间持续回复105点勇气值，并使自身力量提高。
技能可以充能2层。

攻略：勇气较低时施放。","発動時に前方の敵をスタンさせ、物理ダメージを与える。効果中、勇心を105回復し続け、自身の筋力を上昇させる。
このスキルは2チャージ持つ。

コツ：勇心が少ないときに撃つ。"
螺旋击刺,螺旋撃
"消耗30点勇气，回收旋转长枪，随后向敌人刺出终极一击。螺旋的枪风撕裂周围的空气，对范围内的敌人持续造成物理伤害。初段攻击对敌方目标施加50%重伤，持续10秒。

攻略：拥有足够勇气时，施放优先级最高的技能。","勇心を30消費し、回転する槍を引き戻して最後の刺突を放つ。螺旋の突風が空気を切り裂き、範囲内の敵に物理ダメージを与え続ける。初撃は対象に50%の重傷を10秒付与する。

コツ：勇心が十分あるときは、最も重要なスキルに使う。"
"突刺至敌人处，造成物理伤害同时获得15点勇气。再次施放发动大范围横扫，对自身周围的所有敌人造成物理伤害并将其击飞。无法击飞拥有韧性值的目标，但会削减其韧性值。此外每命中1个敌人可额外获得10点勇气，最多可额外获得50点。

攻略：面对大量敌方单位时装配。","敵へ突進して物理ダメージを与え、勇心を15得る。再発動で大範囲の薙ぎ払いを放ち、周囲の全ての敵に物理ダメージを与えて打ち上げる。強靭値を持つ敵は打ち上げられないが、強靭値を削れる。さらに敵1体命中ごとに勇心を10獲得（最大50）。

コツ：複数の敵と対峙するときに装備する。"
护佑之风,護風
"在面前凝聚风压，期间免疫所有伤害。并且会根据受到的攻击次数提升还击伤害，造成物理伤害。

攻略：在高压环境下使用，提升存活能力。如果敌方的攻击频率高，收益更高。""","前方に風圧を凝縮し、効果中は全てのダメージを無効化する。受けた攻撃回数に応じて反撃ダメージが増幅され、物理ダメージで反撃する。

コツ：高圧的な状況で生存率を上げるためのスキル。敵の攻撃頻度が高いほど効果が大きい。"
"消耗2层锐利，跃至空中向敌人发动一次超强的攻击，造成物理伤害。

攻略：绑定空战流进行装配，勇气较低时再施放，以免在施放时勇气自动积攒至上限后产生浪费。","鋭利を2スタック消費して空中へ跳び、強力な空中攻撃を叩き込み、物理ダメージを与える。

コツ：空戦型と組み合わせる。勇心が自動で上限に達して無駄にならないよう、勇心が少ないときに撃つ。"
