source,target
Wane Jasper Ring,[匠]無常のカルセドニーの指輪
Wane Jasper Ring - Anatta,[匠]無常のカルセドニーの指輪・無我
Wane Jasper Earrings,[匠]無常のカルセドニーの耳飾り
Wane Jasper Earrings - Anatta,[匠]無常のカルセドニーの耳飾り・無我
Wane Jasper Bracelet (R),[匠]無常のカルセドニーの腕輪-右
Wane Jasper Bracelet (L),[匠]無常のカルセドニーの腕輪-左
Wane Jasper Charm,[匠]無常のカルセドニーの護符
Wane Jasper Charm - Anatta,[匠]無常のカルセドニーの護符・無我
Wane Jasper Necklace,[匠]無常のカルセドニーの首飾り
Wane Jasper Necklace - Anatta,[匠]無常のカルセドニーの首飾り・無我
Wane Gauntlets,[匠]無常のガントレット
Wane Facehelm,[匠]無常のキャップ
Wane Greaves,[匠]無常のグリーヴ
Wane Gloves,[匠]無常のグローブ
Wane Boots,[匠]無常のシューズ
Wane Zircon Ring,[匠]無常のジルコンの指輪
Wane Zircon Earrings,[匠]無常のジルコンの耳飾り
Wane Zircon Bracelet (R),[匠]無常のジルコンの腕輪-右
Wane Zircon Bracelet (L),[匠]無常のジルコンの腕輪-左
Wane Zircon Charm,[匠]無常のジルコンの護符
Wane Zircon Necklace,[匠]無常のジルコンの首飾り
Wane Warboots,[匠]無常のスパイク
Wane Diamond Ring,[匠]無常のダイヤの指輪
Wane Diamond Ring - Incantation,[匠]無常のダイヤの指輪・詠呪
Wane Diamond Earrings,[匠]無常のダイヤの耳飾り
Wane Diamond Earrings - Incantation,[匠]無常のダイヤの耳飾り・詠呪
Wane Diamond Bracelet (R),[匠]無常のダイヤの腕輪-右
Wane Diamond Bracelet (L),[匠]無常のダイヤの腕輪-左
Wane Diamond Charm,[匠]無常のダイヤの護符
Wane Diamond Charm - Incantation,[匠]無常のダイヤの護符・詠呪
Wane Diamond Necklace,[匠]無常のダイヤの首飾り
Wane Diamond Necklace - Incantation,[匠]無常のダイヤの首飾り・詠呪
Wane Cuirass,[匠]無常のチェストアーマー
Wane Chainmail,[匠]無常のチェーンメイル
Wane Legguards,[匠]無常のトールブーツ
Wane Combatwear,[匠]無常のバトルスーツ
Wane Battleboots,[匠]無常のバトルブーツ
Wane Wraps,[匠]無常のバンテージ
Wane Visor,[匠]無常のフェイスガード
Wane Hood,[匠]無常のフード
Wane Bracers,[匠]無常のブレイサー
Wane Warleggings,[匠]無常のブーツ
Wane Sabatons,[匠]無常のプレートブーツ
Wane Plate,[匠]無常のプレートメイル
Wane Greatplate,[匠]無常のヘビーアーマー
Wane Warhelm,[匠]無常のヘルム
Wane Ruby Ring,[匠]無常のルビーの指輪
Wane Ruby Ring - Vanguard,[匠]無常のルビーの指輪・先駆
Wane Ruby Earrings,[匠]無常のルビーの耳飾り
Wane Ruby Earrings - Vanguard,[匠]無常のルビーの耳飾り・先駆
Wane Ruby Bracelet (R),[匠]無常のルビーの腕輪-右
Wane Ruby Bracelet (L),[匠]無常のルビーの腕輪-左
Wane Ruby Charm,[匠]無常のルビーの護符
Wane Ruby Charm - Vanguard,[匠]無常のルビーの護符・先駆
Wane Ruby Necklace,[匠]無常のルビーの首飾り
Wane Ruby Necklace - Vanguard,[匠]無常のルビーの首飾り・先駆
Wane Legplates,[匠]無常のレッグアーマー
Wane Skirmishwear,[匠]無常のレンジャー服
Wane Robe,[匠]無常のローブ
Wane Feltcap,[匠]無常の帽子
Wane Loafers,[匠]無常の旅靴
Wane Star Ring,[匠]無常の星光の指輪
Wane Star Ring - Magitech,[匠]無常の星光の指輪・魔導
Wane Star Earrings,[匠]無常の星光の耳飾り
Wane Star Earrings - Magitech,[匠]無常の星光の耳飾り・魔導
Wane Star Bracelet (R),[匠]無常の星光の腕輪-右
Wane Star Bracelet (L),[匠]無常の星光の腕輪-左
Wane Star Charm,[匠]無常の星光の護符
Wane Star Charm - Magitech,[匠]無常の星光の護符・魔導
Wane Star Necklace,[匠]無常の星光の首飾り
Wane Star Necklace - Magitech,[匠]無常の星光の首飾り・魔導
Wane Circlet,[匠]無常の法冠
Wane Crimson Ring,[匠]無常の緋石の指輪
Wane Crimson Earrings,[匠]無常の緋石の耳飾り
Wane Crimson Bracelet (R),[匠]無常の緋石の腕輪-右
Wane Crimson Bracelet (L),[匠]無常の緋石の腕輪-左
Wane Crimson Charm,[匠]無常の緋石の護符
Wane Crimson Necklace,[匠]無常の緋石の首飾り
Wane Haori,[匠]無常の羽織
Wane Emerald Ring,[匠]無常の翠石の指輪
Wane Emerald Earrings,[匠]無常の翠石の耳飾り
Wane Emerald Bracelet (R),[匠]無常の翠石の腕輪-右
Wane Emerald Bracelet (L),[匠]無常の翠石の腕輪-左
Wane Emerald Charm,[匠]無常の翠石の護符
Wane Emerald Necklace,[匠]無常の翠石の首飾り
Wane Jade Ring,[匠]無常の翡翠の指輪
Wane Jade Ring - Edge,[匠]無常の翡翠の指輪・剣豪
Wane Jade Earrings,[匠]無常の翡翠の耳飾り
Wane Jade Earrings - Edge,[匠]無常の翡翠の耳飾り・剣豪
Wane Jade Bracelet (R),[匠]無常の翡翠の腕輪-右
Wane Jade Bracelet (L),[匠]無常の翡翠の腕輪-左
Wane Jade Charm,[匠]無常の翡翠の護符
Wane Jade Charm - Edge,[匠]無常の翡翠の護符・剣豪
Wane Jade Necklace,[匠]無常の翡翠の首飾り
Wane Jade Necklace - Edge,[匠]無常の翡翠の首飾り・剣豪
Wane Solar Ring,[匠]無常の陽光の指輪
Wane Solar Ring - Lionheart,[匠]無常の陽光の指輪・獅子
Wane Solar Earrings,[匠]無常の陽光の耳飾り
Wane Solar Earrings - Lionheart,[匠]無常の陽光の耳飾り・獅子
Wane Solar Bracelet (R),[匠]無常の陽光の腕輪-右
Wane Solar Bracelet (L),[匠]無常の陽光の腕輪-左
Wane Solar Charm,[匠]無常の陽光の護符
Wane Solar Charm - Lionheart,[匠]無常の陽光の護符・獅子
Wane Solar Necklace,[匠]無常の陽光の首飾り
Wane Solar Necklace - Lionheart,[匠]無常の陽光の首飾り・獅子
Glory Blade,[匠]煌雷
Glory Blade - Edge,[匠]煌雷・剣豪
Thermal Arm,[匠]熱エネルギーパルス音響アーム
Thermal Arm - Harmo,[匠]熱エネルギーパルス音響アーム・協律
Glory Edge,[匠]狂怒強撃の刃
Tethered Lance - Vanguard,[匠]疾風の穿雲槍・先駆
Tethered Lance,[匠]疾風ロックブレードランス
Shatterblade,[匠]破砕の巨刃
Zephyr Spear,[匠]穿雲槍
Zephyr Lance - Assault,[匠]穿雲槍・強攻
Divine Shield,[匠]聖光の盾
Divine Shield - Protector,[匠]聖光の盾・防御
Glory Ring,[匠]豊かなる森の仙輪
Glory Ring - Warden,[匠]豊かなる森の仙輪・祝福
Sacred Legacy,[匠]輝光の遺聖盾
Stormblade Tachi - Novice,[匠]閃雷・修行
Stormblade Tachi,[匠]電閃月鎌刀
Eclipse Lance,[匠]青牙月風槍
[Dreamer] Truth Mage Garment,[夢入り]真理のエルダーコート
[Dreamer] Truth Mage High Boots,[夢入り]真理のエルダートールブーツ
[Dreamer] Truth Mage Handwraps,[夢入り]真理のエルダーバンテージ
[Dreamer] Truth Mage Scarf,[夢入り]真理のエルダーフード
[Dreamer] Truth Crystalline Bracelet (R),[夢入り]真理の結晶ダイヤの腕輪-右
[Dreamer] Truth Crystalline Bracelet (L),[夢入り]真理の結晶ダイヤの腕輪-左
[Dreamer] Fleeting Jade Bracelet (R),[夢入り]瞬逝の翡翠腕輪-右
[Dreamer] Fleeting Jade Bracelet (L),[夢入り]瞬逝の翡翠腕輪-左
[Dreamer] Fleeting Swift Helm,[夢入り]瞬逝の迅兜
[Dreamer] Fleeting Swift Bracers,[夢入り]瞬逝の迅腕
[Dreamer] Fleeting Swift Armor,[夢入り]瞬逝の迅鎧
[Dreamer] Fleeting Swift Boots,[夢入り]瞬逝の迅靴
[Dreamer] Judgment Courage Armguards,[夢入り]裁きのブレイブアームプレート
[Dreamer] Judgment Courage Chestpiece,[夢入り]裁きのブレイブチェストアーマー
[Dreamer] Judgment Courage Legguards,[夢入り]裁きのブレイブレッグアーマー
[Dreamer] Judgment Courage Faceguard,[夢入り]裁きのブレイブ仮面
[Dreamer] Judgment Magma Bracelet (R),[夢入り]裁決の熔核腕輪-右
[Dreamer] Judgment Magma Bracelet (L),[夢入り]裁決の熔核腕輪-左
[Weaver] Genesis Spellbinder Bracers - Replica,[夢紡ぎ]創世の召魔のブレイサー・イミテーション
[Weaver] Genesis Spellbinder Robe - Replica,[夢紡ぎ]創世の召魔のローブ・イミテーション
[Weaver] Genesis Spellbinder Crown - Replica,[夢紡ぎ]創世の召魔の冠・イミテーション
[Weaver] Genesis Spellbinder Shoes - Replica,[夢紡ぎ]創世の召魔の靴・イミテーション
[Weaver] Genesis Spellbinder Shoes,[夢紡ぎ]創世の喚魔の履物
[Weaver] Genesis Spellbinder Bracers,[夢紡ぎ]創世の喚魔ブレイサー
[Weaver] Genesis Spellbinder Robe,[夢紡ぎ]創世の喚魔ローブ
[Weaver] Genesis Spellbinder Crown,[夢紡ぎ]創世の喚魔冠
[Weaver] Genesis Moonsoul Bracelet (R),[夢紡ぎ]創世の月の腕輪-右
[Weaver] Genesis Moonsoul Bracelet (R) - Replica,[夢紡ぎ]創世の月の腕輪-右・イミテーション
[Weaver] Genesis Moonsoul Bracelet (L),[夢紡ぎ]創世の月の腕輪-左
[Weaver] Genesis Moonsoul Bracelet (L) - Replica,[夢紡ぎ]創世の月の腕輪-左・イミテーション
[Weaver] Revelation Wargod Treads,[夢紡ぎ]天啓の戦神の踏
[Weaver] Revelation Wargod Dragonmail - Replica,[夢紡ぎ]天啓の戦神アーマー・イミテーション
[Weaver] Revelation Wargod Armguards,[夢紡ぎ]天啓の戦神アームガード
[Weaver] Revelation Wargod Armguards - Replica,[夢紡ぎ]天啓の戦神アームガード・イミテーション
[Weaver] Revelation Wargod Treads - Replica,[夢紡ぎ]天啓の戦神ブーツ・イミテーション
[Weaver] Revelation Wargod Heavy Helm - Replica,[夢紡ぎ]天啓の戦神ヘルム・イミテーション
[Weaver] Revelation Wargod Dragonmail,[夢紡ぎ]天啓の戦神竜鎧
[Weaver] Revelation Wargod Heavy Helm,[夢紡ぎ]天啓の戦神重兜
[Weaver] Revelation Sunfire Bracelet (R),[夢紡ぎ]天啓の陽炎の腕輪-右
[Weaver] Revelation Sunfire Bracelet (R) - Replica,[夢紡ぎ]天啓の陽炎の腕輪-右・イミテーション
[Weaver] Revelation Sunfire Bracelet (L),[夢紡ぎ]天啓の陽炎の腕輪-左
[Weaver] Revelation Sunfire Bracelet (L) - Replica,[夢紡ぎ]天啓の陽炎の腕輪-左・イミテーション
[Weaver] Unbroken Shadowcloak Helm,[夢紡ぎ]無間なる匿影の兜
[Weaver] Unbroken Shadowcloak Bracers,[夢紡ぎ]無間なる匿影の腕
[Weaver] Unbroken Shadowcloak Garb,[夢紡ぎ]無間なる匿影の衣
[Weaver] Unbroken Shadowcloak Boots,[夢紡ぎ]無間なる匿影の靴
[Weaver] Unbroken Glazed Bracelet (R),[夢紡ぎ]無間なる瑠璃の腕輪-右
[Weaver] Unbroken Glazed Bracelet (R) - Replica,[夢紡ぎ]無間なる瑠璃の腕輪-右・イミテーション
[Weaver] Unbroken Glazed Bracelet (L),[夢紡ぎ]無間なる瑠璃の腕輪-左
[Weaver] Unbroken Glazed Bracelet (L) - Replica,[夢紡ぎ]無間なる瑠璃の腕輪-左・イミテーション
[Weaver] Unbroken Shadowcloak Helm - Replica,[夢紡ぎ]無間なる隠形の兜・イミテーション
[Weaver] Unbroken Shadowcloak Bracers - Replica,[夢紡ぎ]無間なる隠形の腕当て・イミテーション
[Weaver] Unbroken Shadowcloak Garb - Replica,[夢紡ぎ]無間なる隠形の衣・イミテーション
[Weaver] Unbroken Shadowcloak Boots - Replica,[夢紡ぎ]無間なる隠形の靴・イミテーション
[Disruptor] Super Mech 07,[妨害者]スーパーゴーレム07型
[Illusion] Wane Jasper Ring,[幻]無常のカルセドニーの指輪
[Illusion] Wane Jasper Earrings,[幻]無常のカルセドニーの耳飾り
[Illusion] Wane Jasper Necklace,[幻]無常のカルセドニーの首飾り
[Illusion] Wane Star Ring,[幻]無常の星光の指輪
[Illusion] Wane Star Earrings,[幻]無常の星光の耳飾り
[Illusion] Wane Star Necklace,[幻]無常の星光の首飾り
[Illusion] Wane Solar Ring,[幻]無常の陽光の指輪
[Illusion] Wane Solar Earrings,[幻]無常の陽光の耳飾り
[Illusion] Wane Solar Necklace,[幻]無常の陽光の首飾り
[Discarded] Advance Book - Select,[廃棄]クラスランクアップの書・選択
Little Visitors - Furniture Selection Chest,[廃止]小さなお客様・家具選択ボックス
[Abandoned] Purifier,[廃止]浄化剤
Festival Furniture Select Box I,[廃止]祝典家具選択ボックス・その1
Festival Furniture Select Box II,[廃止]祝典家具選択ボックス・その2
Festival Furniture Select Box III,[廃止]祝典家具選択ボックス・その3
Festival Furniture Select Box IV,[廃止]祝典家具選択ボックス・その4
Mountain Cleaver - Undying,[極]アースクラッシャー・不滅
Mountain Cleaver - Justiciar,[極]アースクラッシャー・仲裁
World Cleaver,[極]アースリィブレード
World Cleaver - Undying,[極]アースリィブレード・不滅
World Cleaver - Justiciar,[極]アースリィブレード・仲裁
Swift Armor,[極]ウィスクアーマー
Swift Bracers,[極]ウィスクブレイサー
Swift Boots,[極]ウィスクブーツ
Swift Helm,[極]ウィスクメット
Windstride Longbow,[極]ウィンドボウ
Windstride Longbow - Sentry,[極]ウィンドボウ・哨戒
Windstride Longbow - Hunter,[極]ウィンドボウ・狩人
Shadowcast Longbow,[極]エクリプスボウ
Shadowcast Longbow - Forestshade,[極]エクリプスボウ・林影
Shadowcast Longbow - Precision,[極]エクリプスボウ・鋭敏
Everfrost Staff - Frostbreath,[極]エバーフリーズ・氷息
Everfrost Staff - Crystal,[極]エバーフリーズ・砕晶
Shield of the Ancients,[極]エンシェントシールド
Shield of the Ancients - Revelation,[極]エンシェントシールド・天啓
Shield of the Ancients - Oath,[極]エンシェントシールド・聖誓
Groundbreaker Blade,[極]クラッシュブレード
Groundbreaker Blade - Valor,[極]クラッシュブレード・勇猛
Groundbreaker Blade - Tenacity,[極]クラッシュブレード・強靱
Jade Longbow - Beastlord,[極]ゴールデンボウ・獣王
Jade Longbow - Hawkeye,[極]ゴールデンボウ・鷹眼
Glory Bow - Forest,[極]サンシャインボウ・林影
Glory Bow - Precise,[極]サンシャインボウ・鋭敏
Shatterblade - Bold,[極]スマッシュブレード・豪胆
Shatterblade - Ward,[極]スマッシュブレード・防衛
Cleaving Greatsword,[極]スラッシュブレード
Cleaving Greatsword - Bold,[極]スラッシュブレード・豪胆
Cleaving Greatsword - Ward,[極]スラッシュブレード・防衛
