source,target
[符文]征伐战盔,[ルーン]征伐の兜
[符文]破袭盔帽,[ルーン]襲撃のキャップ
[符文]神语兜帽,[ルーン]神託のフード
[匠]无常战盔,[匠]無常の兜
[匠]无常盔帽,[匠]無常のキャップ
[匠]无常兜帽,[匠]無常のフード
无常覆面盔,無常のフルヘルム
[极]致命覆面盔·圣誓,[極]致命のフルヘルム・聖誓
[极]致命覆面盔·踏岚,[極]致命のフルヘルム・踏嵐
[极]掌控覆面盔,[極]支配のフルヘルム
[极]掌控覆面盔·仲裁,[極]支配のフルヘルム・仲裁
[极]掌控覆面盔·圣誓,[極]支配のフルヘルム・聖誓
[极]机遇覆面盔·踏岚,[極]好機のフルヘルム・踏嵐
[极]矫健覆面盔,[極]強健のフルヘルム
[极]机遇覆面盔·仲裁,[極]好機のフルヘルム・仲裁
无常揭面盔,無常のオープンヘルム
[极]致命揭面盔·天照,[極]致命のオープンヘルム・日輪
[极]掌控揭面盔·天照,[極]支配のオープンヘルム・日輪
无常法冠,無常の法冠
[极]掌控法冠,[極]支配の法冠
[极]掌控法冠·万灵,[極]支配の法冠・万霊
[极]矫健法冠,[極]強健の法冠
[极]机遇法冠·万灵,[極]好機の法冠・万霊
[极]无常覆面盔,[極]無常のフルヘルム
[极]无常揭面盔,[極]無常のオープンヘルム
[极]无常法冠,[極]無常の法冠
[极]矫健法冠·寂灭,[極]強健の法冠・寂滅
[极]机遇法冠·寂灭,[極]好機の法冠・寂滅
[虚空]不灭覆面盔,[虚空]不滅のフルヘルム
[虚空]迅影揭面盔,[虚空]迅影のオープンヘルム
[虚空]超然法冠,[虚空]無心の法冠
[匠]无常覆面盔,[匠]無常のフルヘルム
[匠]无常揭面盔,[匠]無常のオープンヘルム
[匠]无常法冠,[匠]無常の法冠
进阶冒险者毡帽,上級冒険者の帽子
进阶冒险者铸铁头盔,上級冒険者の鋳鉄兜
进阶冒险者游击护面,上級冒険者のフェイスガード
进阶冒险者学徒兜帽,上級冒険者のフード
[极]致命钢制战盔,[極]致命の鋼鉄兜
[极]矫健钢制战盔,[極]強健の鋼鉄兜
[极]机遇钢制战盔,[極]好機の鋼鉄兜
[极]掌控钢制战盔,[極]支配の鋼鉄兜
[极]致命高原护面,[極]致命の高原フェイスガード
[极]机遇高原护面,[極]好機の高原フェイスガード
[极]掌控高原护面,[極]支配の高原フェイスガード
[极]无双高原护面,[極]無双の高原フェイスガード
[极]矫健法师帽,[極]強健の魔術師帽
[极]机遇法师帽,[極]好機の魔術師帽
[极]掌控法师帽,[極]支配の魔術師帽
[极]无双法师帽,[極]無双の魔術師帽
无常钢制战盔,無常の鋼鉄兜
无常高原护面,無常の高原フェイスガード
无常法师帽,無常の魔術師帽
[极]致命英勇面甲,[極]致命の勇猛マスク
[极]矫健英勇面甲,[極]強健の勇猛マスク
[极]机遇英勇面甲,[極]好機の勇猛マスク
[极]掌控英勇面甲,[極]支配の勇猛マスク
[极]致命迅盔,[極]致命のウィスクメット
[极]机遇迅盔,[極]好機のウィスクメット
[极]掌控迅盔,[極]支配のウィスクメット
[极]无双迅盔,[極]無双のウィスクメット
[极]矫健巫师长巾,[極]強健の祈祷師ストール
[极]机遇巫师长巾,[極]好機の祈祷師ストール
[极]掌控巫师长巾,[極]支配の祈祷師ストール
[极]无双巫师长巾,[極]無双の祈祷師ストール
无常英勇面甲,無常の勇猛マスク
无常迅盔,無常のウィスクメット
无常巫师长巾,無常の祈祷師ストール
[入梦]裁决英勇面甲,[夢入り]裁きのブレイブ仮面
[入梦]瞬逝迅盔,[夢入り]瞬逝の迅兜
[入梦]真理巫师长巾,[夢入り]真理のエルダーフード
[极]致命战神重盔,[極]致命の戦神ヘルム
[极]矫健战神重盔,[極]強健の戦神ヘルム
[极]机遇战神重盔,[極]好機の戦神ヘルム
[极]掌控战神重盔,[極]支配の戦神ヘルム
[极]致命匿影盔,[極]致命の隠形の兜
[极]机遇匿影盔,[極]好機の隠形の兜
[极]掌控匿影盔,[極]支配の隠形の兜
[极]无双匿影盔,[極]無双の隠形の兜
[极]矫健唤魔之冠,[極]強健の召魔の冠
[极]机遇唤魔之冠,[極]好機の召魔の冠
[极]掌控唤魔之冠,[極]支配の召魔の冠
[极]无双唤魔之冠,[極]無双の召魔の冠
无常战神重盔,無常の戦神ヘルム
无常匿影盔,無常の隠形の兜
无常唤魔之冠,無常の召魔の冠
[织梦]天启战神重盔,[夢紡ぎ]天啓の戦神重兜
[织梦]无间匿影盔,[夢紡ぎ]無間なる匿影の兜
[织梦]创世唤魔之冠,[夢紡ぎ]創世の喚魔冠
[织梦]天启战神重盔·仿制,[夢紡ぎ]天啓の戦神ヘルム・イミテーション
分解后获得对应装等合金碎片与仿制装备重铸消耗的重铸石。,分解すると、対応する装備レベルの合金の欠片と、イミテーション装備の改鋳に消費される改鋳石を獲得する。
[织梦]无间匿影盔·仿制,[夢紡ぎ]無間なる隠形の兜・イミテーション
[织梦]创世唤魔之冠·仿制,[夢紡ぎ]創世の召魔の冠・イミテーション
见习冒险者便服,見習い冒険者の服
踏上旅途的伊始获得的第一件护甲。,旅の始まりに獲得する最初の装備。
钢铁链甲,鋼鉄のチェーンメイル
似乎能够获得更高的力量属性。<br><br>[该装备的进阶属性不会出现幸运],より高い筋力ステータスを獲得できるようだ。<br><br>[この装備の進化ステータスには「幸運」は出現しない]
深海作战服,深海のバトルスーツ
似乎能够获得更高的敏捷属性。<br><br>[该装备的进阶属性不会出现精通],より高い敏捷ステータスを獲得できるようだ。<br><br>[この装備の進化ステータスには「器用さ」は出現しない]
丛林游击服,森のレンジャー服
无常链甲,無常のチェーンメイル
无常作战服,無常のバトルスーツ
无常游击服,無常のレンジャー服
[极]致命链甲·晨光,[極]致命のチェーンメイル・曙光
[极]掌控链甲·御敌,[極]支配のチェーンメイル・防衛
[极]掌控链甲,[極]支配のチェーンメイル
[极]掌控链甲·晨光,[極]支配のチェーンメイル・曙光
[极]无双链甲·御敌,[極]無双のチェーンメイル・防衛
[极]矫健链甲,[極]強健のチェーンメイル
[极]致命作战服·哨戒,[極]致命のバトルスーツ・哨戒
[极]矫健作战服·切羽,[極]強健のバトルスーツ・切羽
[极]矫健作战服·哨戒,[極]強健のバトルスーツ・哨戒
[极]机遇作战服·切羽,[極]好機のバトルスーツ・切羽
[极]掌控游击服,[極]支配のレンジャー服
[极]掌控游击服·净痕,[極]支配のレンジャー服・浄痕
[极]矫健游击服,[極]強健のレンジャー服
[极]机遇游击服·净痕,[極]好機のレンジャー服・浄痕
[极]无常链甲,[極]無常のチェーンメイル
[极]无常作战服,[極]無常のバトルスーツ
[极]无常游击服,[極]無常のレンジャー服
[极]机遇游击服·战诗,[極]好機のレンジャー服・戦詩
[极]矫健游击服·战诗,[極]強健のレンジャー服・戦詩
[极]致命游击服·礼赞,[極]致命のレンジャー服・礼賛
[极]矫健游击服·礼赞,[極]強健のレンジャー服・礼賛
[匠]无常链甲,[匠]無常のチェーンメイル
[匠]无常作战服,[匠]無常のバトルスーツ
[匠]无常游击服,[匠]無常のレンジャー服
无常板甲,無常のプレートメイル
[极]致命板甲·铸光,[極]致命のプレートメイル・閃光
[极]掌控板甲·坚韧,[極]支配のプレートメイル・強靱
[极]掌控板甲,[極]支配のプレートメイル
[极]掌控板甲·铸光,[極]支配のプレートメイル・閃光
[极]无双板甲·坚韧,[極]無双のプレートメイル・強靱
[极]矫健板甲,[極]強健のプレートメイル
无常胸甲,無常のチェストアーマー
[极]致命胸甲·敏锐,[極]致命のチェストアーマー・鋭敏
[极]矫健胸甲·纷乱,[極]強健のチェストアーマー・混迷
[极]矫健胸甲·敏锐,[極]強健のチェストアーマー・鋭敏
[极]机遇胸甲·纷乱,[極]好機のチェストアーマー・混迷
无常长袍,無常のローブ
[极]掌控长袍,[極]支配のローブ
[极]掌控长袍·谐律,[極]支配のローブ・調和
[极]矫健长袍,[極]強健のローブ
[极]机遇长袍·谐律,[極]好機のローブ・調和
[极]无常板甲,[極]無常のプレートメイル
[极]无常胸甲,[極]無常のチェストアーマー
[极]无常长袍,[極]無常のローブ
[极]机遇长袍·破界,[極]好機のローブ・破界
[极]矫健长袍·破界,[極]強健のローブ・破界
[极]致命长袍·颂歌,[極]致命のローブ・頌歌
[极]矫健长袍·颂歌,[極]強健のローブ・頌歌
[符文]征伐板甲,[ルーン]征伐のプレートメイル
[符文]破袭胸甲,[ルーン]襲撃のチェストアーマー
[符文]神语长袍,[ルーン]神託のローブ
[匠]无常板甲,[匠]無常のプレートメイル
[匠]无常胸甲,[匠]無常のチェストアーマー
[匠]无常长袍,[匠]無常のローブ
无常重铠,無常のヘビーアーマー
[极]致命重铠·圣誓,[極]致命のヘビーアーマー・聖誓
[极]掌控重铠·不灭,[極]支配のヘビーアーマー・不滅
[极]掌控重铠,[極]支配のヘビーアーマー
[极]掌控重铠·圣誓,[極]支配のヘビーアーマー・聖誓
[极]无双重铠·不灭,[極]無双のヘビーアーマー・不滅
[极]矫健重铠,[極]強健のヘビーアーマー
无常战甲,無常のアーマー
[极]致命战甲·鹰眼,[極]致命のアーマー・鷹眼
[极]矫健战甲·千影,[極]強健のアーマー・千影
[极]矫健战甲·鹰眼,[極]強健のアーマー・鷹眼
[极]机遇战甲·千影,[極]好機のアーマー・千影
无常羽织,無常の羽織
[极]掌控羽织,[極]支配の羽織
[极]掌控羽织·万灵,[極]支配の羽織・万霊
[极]矫健羽织,[極]強健の羽織
[极]机遇羽织·万灵,[極]好機の羽織・万霊
[极]无常重铠,[極]無常のヘビーアーマー
[极]无常战甲,[極]無常のアーマー
[极]无常羽织,[極]無常の羽織
[极]机遇羽织·寂灭,[極]好機の羽織・寂滅
[极]矫健羽织·寂灭,[極]強健の羽織・寂滅
[极]致命羽织·咏叹,[極]致命の羽織・詠嘆
[极]矫健羽织·咏叹,[極]強健の羽織・詠嘆
[虚空]不灭重铠,[虚空]不滅のヘビーアーマー
[虚空]迅影战甲,[虚空]迅影のアーマー
[虚空]超然羽织,[虚空]無心の羽織
[匠]无常重铠,[匠]無常のヘビーアーマー
[匠]无常战甲,[匠]無常のアーマー
[匠]无常羽织,[匠]無常の羽織
进阶冒险者便服,上級冒険者の服
进阶冒险者铸铁胸衣,上級冒険者の鋳鉄キュイラス
进阶冒险者游击作战服,上級冒険者のレンジャースーツ
进阶冒险者学徒长袍,上級冒険者のローブ
[极]致命钢制胸铠,[極]致命の鋼鉄チェストメイル
[极]矫健钢制胸铠,[極]強健の鋼鉄チェストメイル
[极]掌控钢制胸铠,[極]支配の鋼鉄チェストメイル
[极]无双钢制胸铠,[極]無双の鋼鉄チェストメイル
[极]致命高原胸衣,[極]致命の高原キュイラス
[极]矫健高原胸衣,[極]強健の高原キュイラス
[极]机遇高原胸衣,[極]好機の高原キュイラス
[极]无双高原胸衣,[極]無双の高原キュイラス
[极]矫健法师袍,[極]強健の魔術師ローブ
[极]机遇法师袍,[極]好機の魔術師ローブ
[极]掌控法师袍,[極]支配の魔術師ローブ
[极]无双法师袍,[極]無双の魔術師ローブ
无常钢制胸铠,無常の鋼鉄チェストメイル
无常高原胸衣,無常の高原キュイラス
无常法师袍,無常の魔術師ローブ
[极]致命英勇胸甲,[極]致命の勇猛チェストアーマー
[极]矫健英勇胸甲,[極]強健の勇猛チェストアーマー
[极]掌控英勇胸甲,[極]支配の勇猛チェストアーマー
[极]无双英勇胸甲,[極]無双の勇猛チェストアーマー
[极]致命迅甲,[極]致命のウィスクアーマー
